week_ending,influenza_season,estimate,mmwr_year,mmwr_week,as_of_date,race_and_ethnicity,current_season_week_ending_label
2022-08-27T00:00:00.000,2022-2023,1.5,2022,34,,"Asian, Non-Hispanic",2025-08-23 00:00:00.0000000
2022-09-03T00:00:00.000,2022-2023,2.9000000000000004,2022,35,,"Asian, Non-Hispanic",2025-08-30 00:00:00.0000000
2022-09-10T00:00:00.000,2022-2023,5.18,2022,36,,"Asian, Non-Hispanic",2025-09-06 00:00:00.0000000
2022-09-17T00:00:00.000,2022-2023,9.05,2022,37,,"Asian, Non-Hispanic",2025-09-13 00:00:00.0000000
2022-09-24T00:00:00.000,2022-2023,13.73,2022,38,,"Asian, Non-Hispanic",2025-09-20 00:00:00.0000000
2022-10-01T00:00:00.000,2022-2023,18.71,2022,39,,"Asian, Non-Hispanic",2025-09-27 00:00:00.0000000
2022-08-06T00:00:00.000,2022-2023,0.109,2022,31,,Hispanic,2025-08-02 00:00:00.0000000
2022-08-13T00:00:00.000,2022-2023,0.252,2022,32,,Hispanic,2025-08-09 00:00:00.0000000
2022-08-20T00:00:00.000,2022-2023,0.506,2022,33,,Hispanic,2025-08-16 00:00:00.0000000
2022-08-27T00:00:00.000,2022-2023,0.8689999999999999,2022,34,,Hispanic,2025-08-23 00:00:00.0000000
2022-09-03T00:00:00.000,2022-2023,1.49,2022,35,,Hispanic,2025-08-30 00:00:00.0000000
2022-09-10T00:00:00.000,2022-2023,2.47,2022,36,,Hispanic,2025-09-06 00:00:00.0000000
2022-09-17T00:00:00.000,2022-2023,4.14,2022,37,,Hispanic,2025-09-13 00:00:00.0000000
2022-09-24T00:00:00.000,2022-2023,6.32,2022,38,,Hispanic,2025-09-20 00:00:00.0000000
2022-10-01T00:00:00.000,2022-2023,8.82,2022,39,,Hispanic,2025-09-27 00:00:00.0000000
2020-04-18T00:00:00.000,2019-2020,58.03,2020,16,,"White, Non-Hispanic",2026-04-11 00:00:00.0000000
2020-04-25T00:00:00.000,2019-2020,58.040000000000006,2020,17,,"White, Non-Hispanic",2026-04-18 00:00:00.0000000
2020-05-02T00:00:00.000,2019-2020,58.05,2020,18,,"White, Non-Hispanic",2026-04-25 00:00:00.0000000
2020-05-09T00:00:00.000,2019-2020,58.06,2020,19,,"White, Non-Hispanic",2026-05-02 00:00:00.0000000
2020-05-16T00:00:00.000,2019-2020,58.06,2020,20,,"White, Non-Hispanic",2026-05-09 00:00:00.0000000
2020-05-23T00:00:00.000,2019-2020,58.07,2020,21,,"White, Non-Hispanic",2026-05-16 00:00:00.0000000
2020-05-30T00:00:00.000,2019-2020,58.08,2020,22,,"White, Non-Hispanic",2026-05-23 00:00:00.0000000
2020-08-08T00:00:00.000,2020-2021,0.0974999999999999,2020,32,,"White, Non-Hispanic",2025-08-02 00:00:00.0000000
2020-08-15T00:00:00.000,2020-2021,0.4969999999999999,2020,33,,"White, Non-Hispanic",2025-08-09 00:00:00.0000000
2020-08-22T00:00:00.000,2020-2021,1.78,2020,34,,"White, Non-Hispanic",2025-08-16 00:00:00.0000000
2020-08-29T00:00:00.000,2020-2021,3.61,2020,35,,"White, Non-Hispanic",2025-08-23 00:00:00.0000000
2020-09-05T00:00:00.000,2020-2021,6.6000000000000005,2020,36,,"White, Non-Hispanic",2025-08-30 00:00:00.0000000
2020-09-12T00:00:00.000,2020-2021,10.7,2020,37,,"White, Non-Hispanic",2025-09-06 00:00:00.0000000
2020-09-19T00:00:00.000,2020-2021,16.49,2020,38,,"White, Non-Hispanic",2025-09-13 00:00:00.0000000
2020-09-26T00:00:00.000,2020-2021,22.71,2020,39,,"White, Non-Hispanic",2025-09-20 00:00:00.0000000
2020-10-03T00:00:00.000,2020-2021,29.520000000000003,2020,40,,"White, Non-Hispanic",2025-09-27 00:00:00.0000000
2020-10-10T00:00:00.000,2020-2021,36.77,2020,41,,"White, Non-Hispanic",2025-10-04 00:00:00.0000000
2020-10-17T00:00:00.000,2020-2021,42.73,2020,42,,"White, Non-Hispanic",2025-10-11 00:00:00.0000000
2020-10-24T00:00:00.000,2020-2021,47.5,2020,43,,"White, Non-Hispanic",2025-10-18 00:00:00.0000000
2020-10-31T00:00:00.000,2020-2021,50.85,2020,44,,"White, Non-Hispanic",2025-10-25 00:00:00.0000000
2020-11-07T00:00:00.000,2020-2021,53.0,2020,45,,"White, Non-Hispanic",2025-11-01 00:00:00.0000000
2024-02-17T00:00:00.000,2023-2024,30.92,2024,7,,Hispanic,2026-02-14 00:00:00.0000000
2024-02-03T00:00:00.000,2023-2024,30.58,2024,5,,Hispanic,2026-01-31 00:00:00.0000000
2024-02-10T00:00:00.000,2023-2024,30.76,2024,6,,Hispanic,2026-02-07 00:00:00.0000000
2024-02-24T00:00:00.000,2023-2024,31.03,2024,8,,Hispanic,2026-02-21 00:00:00.0000000
2024-02-17T00:00:00.000,2023-2024,48.43,2024,7,,"Other, Non-Hispanic",2026-02-14 00:00:00.0000000
2024-02-17T00:00:00.000,2023-2024,51.95,2024,7,,"White, Non-Hispanic",2026-02-14 00:00:00.0000000
2024-02-03T00:00:00.000,2023-2024,48.120000000000005,2024,5,,"Other, Non-Hispanic",2026-01-31 00:00:00.0000000
2024-02-24T00:00:00.000,2023-2024,52.03,2024,8,,"White, Non-Hispanic",2026-02-21 00:00:00.0000000
2024-02-10T00:00:00.000,2023-2024,51.85,2024,6,,"White, Non-Hispanic",2026-02-07 00:00:00.0000000
2020-11-14T00:00:00.000,2020-2021,54.65,2020,46,,"White, Non-Hispanic",2025-11-08 00:00:00.0000000
2020-11-21T00:00:00.000,2020-2021,55.95,2020,47,,"White, Non-Hispanic",2025-11-15 00:00:00.0000000
2020-11-28T00:00:00.000,2020-2021,56.52,2020,48,,"White, Non-Hispanic",2025-11-22 00:00:00.0000000
2020-12-05T00:00:00.000,2020-2021,57.2,2020,49,,"White, Non-Hispanic",2025-11-29 00:00:00.0000000
2020-12-12T00:00:00.000,2020-2021,57.76,2020,50,,"White, Non-Hispanic",2025-12-06 00:00:00.0000000
2020-12-19T00:00:00.000,2020-2021,58.17,2020,51,,"White, Non-Hispanic",2025-12-13 00:00:00.0000000
2020-12-26T00:00:00.000,2020-2021,58.36,2020,52,,"White, Non-Hispanic",2025-12-20 00:00:00.0000000
2021-01-02T00:00:00.000,2020-2021,58.52,2020,53,,"White, Non-Hispanic",2025-12-27 00:00:00.0000000
2021-01-09T00:00:00.000,2020-2021,58.720000000000006,2021,1,,"White, Non-Hispanic",2026-01-03 00:00:00.0000000
2021-01-16T00:00:00.000,2020-2021,58.89,2021,2,,"White, Non-Hispanic",2026-01-10 00:00:00.0000000
2021-01-23T00:00:00.000,2020-2021,59.02,2021,3,,"White, Non-Hispanic",2026-01-17 00:00:00.0000000
2021-01-30T00:00:00.000,2020-2021,59.12,2021,4,,"White, Non-Hispanic",2026-01-24 00:00:00.0000000
2021-02-06T00:00:00.000,2020-2021,59.2,2021,5,,"White, Non-Hispanic",2026-01-31 00:00:00.0000000
2021-02-13T00:00:00.000,2020-2021,59.260000000000005,2021,6,,"White, Non-Hispanic",2026-02-07 00:00:00.0000000
2021-02-20T00:00:00.000,2020-2021,59.3,2021,7,,"White, Non-Hispanic",2026-02-14 00:00:00.0000000
2021-02-27T00:00:00.000,2020-2021,59.35,2021,8,,"White, Non-Hispanic",2026-02-21 00:00:00.0000000
2021-03-06T00:00:00.000,2020-2021,59.39,2021,9,,"White, Non-Hispanic",2026-02-28 00:00:00.0000000
2021-03-13T00:00:00.000,2020-2021,59.43000000000001,2021,10,,"White, Non-Hispanic",2026-03-07 00:00:00.0000000
2021-03-20T00:00:00.000,2020-2021,59.46,2021,11,,"White, Non-Hispanic",2026-03-14 00:00:00.0000000
2022-12-17T00:00:00.000,2022-2023,49.97,2022,50,,"Other, Non-Hispanic",2025-12-13 00:00:00.0000000
2022-12-24T00:00:00.000,2022-2023,52.21,2022,51,,"Asian, Non-Hispanic",2025-12-20 00:00:00.0000000
2022-12-24T00:00:00.000,2022-2023,50.53,2022,51,,"Other, Non-Hispanic",2025-12-20 00:00:00.0000000
2022-12-31T00:00:00.000,2022-2023,52.580000000000005,2022,52,,"Asian, Non-Hispanic",2025-12-27 00:00:00.0000000
2022-12-10T00:00:00.000,2022-2023,49.09,2022,49,,"Other, Non-Hispanic",2025-12-06 00:00:00.0000000
2022-12-17T00:00:00.000,2022-2023,38.28,2022,50,,"Black, Non-Hispanic",2025-12-13 00:00:00.0000000
2022-12-10T00:00:00.000,2022-2023,37.37,2022,49,,"Black, Non-Hispanic",2025-12-06 00:00:00.0000000
2022-12-17T00:00:00.000,2022-2023,51.6,2022,50,,"Asian, Non-Hispanic",2025-12-13 00:00:00.0000000
2022-12-31T00:00:00.000,2022-2023,39.17,2022,52,,"Black, Non-Hispanic",2025-12-27 00:00:00.0000000
2022-12-10T00:00:00.000,2022-2023,51.2,2022,49,,Overall,2025-12-06 00:00:00.0000000
2022-12-31T00:00:00.000,2022-2023,50.84,2022,52,,"Other, Non-Hispanic",2025-12-27 00:00:00.0000000
2022-12-24T00:00:00.000,2022-2023,38.84,2022,51,,"Black, Non-Hispanic",2025-12-20 00:00:00.0000000
2022-12-10T00:00:00.000,2022-2023,50.68,2022,49,,"Asian, Non-Hispanic",2025-12-06 00:00:00.0000000
2022-12-24T00:00:00.000,2022-2023,52.65,2022,51,,Overall,2025-12-20 00:00:00.0000000
2022-12-31T00:00:00.000,2022-2023,54.43,2022,52,,"White, Non-Hispanic",2025-12-27 00:00:00.0000000
2022-12-24T00:00:00.000,2022-2023,54.16,2022,51,,"White, Non-Hispanic",2025-12-20 00:00:00.0000000
2022-12-31T00:00:00.000,2022-2023,52.93,2022,52,,Overall,2025-12-27 00:00:00.0000000
2022-12-17T00:00:00.000,2022-2023,52.13,2022,50,,Overall,2025-12-13 00:00:00.0000000
2022-12-10T00:00:00.000,2022-2023,29.48,2022,49,,Hispanic,2025-12-06 00:00:00.0000000
2022-12-17T00:00:00.000,2022-2023,30.28,2022,50,,Hispanic,2025-12-13 00:00:00.0000000
2022-12-24T00:00:00.000,2022-2023,30.78,2022,51,,Hispanic,2025-12-20 00:00:00.0000000
2022-12-31T00:00:00.000,2022-2023,31.1,2022,52,,Hispanic,2025-12-27 00:00:00.0000000
2022-12-10T00:00:00.000,2022-2023,52.72,2022,49,,"White, Non-Hispanic",2025-12-06 00:00:00.0000000
2022-12-17T00:00:00.000,2022-2023,53.65,2022,50,,"White, Non-Hispanic",2025-12-13 00:00:00.0000000
2023-01-07T00:00:00.000,2022-2023,52.89,2023,1,,"Asian, Non-Hispanic",2026-01-03 00:00:00.0000000
2023-01-21T00:00:00.000,2022-2023,31.96,2023,3,,Hispanic,2026-01-17 00:00:00.0000000
2023-01-28T00:00:00.000,2022-2023,32.190000000000005,2023,4,,Hispanic,2026-01-24 00:00:00.0000000
2023-01-21T00:00:00.000,2022-2023,53.42,2023,3,,"Asian, Non-Hispanic",2026-01-17 00:00:00.0000000
2023-01-14T00:00:00.000,2022-2023,53.190000000000005,2023,2,,"Asian, Non-Hispanic",2026-01-10 00:00:00.0000000
2023-01-28T00:00:00.000,2022-2023,55.28999999999999,2023,4,,"White, Non-Hispanic",2026-01-24 00:00:00.0000000
2023-01-28T00:00:00.000,2022-2023,51.84,2023,4,,"Other, Non-Hispanic",2026-01-24 00:00:00.0000000
2023-01-14T00:00:00.000,2022-2023,51.43,2023,2,,"Other, Non-Hispanic",2026-01-10 00:00:00.0000000
2023-01-21T00:00:00.000,2022-2023,51.64,2023,3,,"Other, Non-Hispanic",2026-01-17 00:00:00.0000000
2023-01-07T00:00:00.000,2022-2023,39.47,2023,1,,"Black, Non-Hispanic",2026-01-03 00:00:00.0000000
2023-01-07T00:00:00.000,2022-2023,51.13,2023,1,,"Other, Non-Hispanic",2026-01-03 00:00:00.0000000
2023-01-14T00:00:00.000,2022-2023,39.78,2023,2,,"Black, Non-Hispanic",2026-01-10 00:00:00.0000000
2023-01-21T00:00:00.000,2022-2023,40.02,2023,3,,"Black, Non-Hispanic",2026-01-17 00:00:00.0000000
2023-01-14T00:00:00.000,2022-2023,54.95,2023,2,,"White, Non-Hispanic",2026-01-10 00:00:00.0000000
2023-01-07T00:00:00.000,2022-2023,53.190000000000005,2023,1,,Overall,2026-01-03 00:00:00.0000000
2023-01-28T00:00:00.000,2022-2023,40.23,2023,4,,"Black, Non-Hispanic",2026-01-24 00:00:00.0000000
2023-01-14T00:00:00.000,2022-2023,53.46,2023,2,,Overall,2026-01-10 00:00:00.0000000
2023-01-21T00:00:00.000,2022-2023,55.13,2023,3,,"White, Non-Hispanic",2026-01-17 00:00:00.0000000
2023-01-07T00:00:00.000,2022-2023,54.690000000000005,2023,1,,"White, Non-Hispanic",2026-01-03 00:00:00.0000000
2023-01-28T00:00:00.000,2022-2023,53.81,2023,4,,Overall,2026-01-24 00:00:00.0000000
2023-01-28T00:00:00.000,2022-2023,53.61,2023,4,,"Asian, Non-Hispanic",2026-01-24 00:00:00.0000000
2023-01-21T00:00:00.000,2022-2023,53.65,2023,3,,Overall,2026-01-17 00:00:00.0000000
2023-01-14T00:00:00.000,2022-2023,31.7,2023,2,,Hispanic,2026-01-10 00:00:00.0000000
2023-01-07T00:00:00.000,2022-2023,31.39,2023,1,,Hispanic,2026-01-03 00:00:00.0000000
2023-02-25T00:00:00.000,2022-2023,54.190000000000005,2023,8,,Overall,2026-02-21 00:00:00.0000000
2023-02-04T00:00:00.000,2022-2023,32.379999999999995,2023,5,,Hispanic,2026-01-31 00:00:00.0000000
2023-02-11T00:00:00.000,2022-2023,32.54,2023,6,,Hispanic,2026-02-07 00:00:00.0000000
2023-02-18T00:00:00.000,2022-2023,32.67,2023,7,,Hispanic,2026-02-14 00:00:00.0000000
2023-02-25T00:00:00.000,2022-2023,32.79,2023,8,,Hispanic,2026-02-21 00:00:00.0000000
2023-02-04T00:00:00.000,2022-2023,55.400000000000006,2023,5,,"White, Non-Hispanic",2026-01-31 00:00:00.0000000
2023-02-25T00:00:00.000,2022-2023,55.65,2023,8,,"White, Non-Hispanic",2026-02-21 00:00:00.0000000
2023-02-11T00:00:00.000,2022-2023,55.50000000000001,2023,6,,"White, Non-Hispanic",2026-02-07 00:00:00.0000000
2023-02-18T00:00:00.000,2022-2023,55.58,2023,7,,"White, Non-Hispanic",2026-02-14 00:00:00.0000000
2024-02-24T00:00:00.000,2023-2024,50.8,2024,8,,Overall,2026-02-21 00:00:00.0000000
2024-03-30T00:00:00.000,2023-2024,52.24,2024,13,,"White, Non-Hispanic",2026-03-28 00:00:00.0000000
2024-03-16T00:00:00.000,2023-2024,50.96000000000001,2024,11,,Overall,2026-03-14 00:00:00.0000000
2024-03-16T00:00:00.000,2023-2024,52.18000000000001,2024,11,,"White, Non-Hispanic",2026-03-14 00:00:00.0000000
2024-03-23T00:00:00.000,2023-2024,50.99,2024,12,,Overall,2026-03-21 00:00:00.0000000
2024-03-23T00:00:00.000,2023-2024,52.22,2024,12,,"White, Non-Hispanic",2026-03-21 00:00:00.0000000
2024-03-30T00:00:00.000,2023-2024,51.02,2024,13,,Overall,2026-03-28 00:00:00.0000000
2024-03-02T00:00:00.000,2023-2024,31.14,2024,9,,Hispanic,2026-02-28 00:00:00.0000000
2023-02-18T00:00:00.000,2022-2023,52.26,2023,7,,"Other, Non-Hispanic",2026-02-14 00:00:00.0000000
2023-02-25T00:00:00.000,2022-2023,52.34,2023,8,,"Other, Non-Hispanic",2026-02-21 00:00:00.0000000
2023-02-11T00:00:00.000,2022-2023,52.13,2023,6,,"Other, Non-Hispanic",2026-02-07 00:00:00.0000000
2023-02-04T00:00:00.000,2022-2023,40.39,2023,5,,"Black, Non-Hispanic",2026-01-31 00:00:00.0000000
2023-02-04T00:00:00.000,2022-2023,51.99,2023,5,,"Other, Non-Hispanic",2026-01-31 00:00:00.0000000
2023-02-04T00:00:00.000,2022-2023,53.77,2023,5,,"Asian, Non-Hispanic",2026-01-31 00:00:00.0000000
2023-02-11T00:00:00.000,2022-2023,40.54,2023,6,,"Black, Non-Hispanic",2026-02-07 00:00:00.0000000
2023-02-25T00:00:00.000,2022-2023,40.760000000000005,2023,8,,"Black, Non-Hispanic",2026-02-21 00:00:00.0000000
2023-02-11T00:00:00.000,2022-2023,53.92,2023,6,,"Asian, Non-Hispanic",2026-02-07 00:00:00.0000000
2023-02-04T00:00:00.000,2022-2023,53.93,2023,5,,Overall,2026-01-31 00:00:00.0000000
2023-02-18T00:00:00.000,2022-2023,40.66,2023,7,,"Black, Non-Hispanic",2026-02-14 00:00:00.0000000
2023-02-18T00:00:00.000,2022-2023,54.05,2023,7,,"Asian, Non-Hispanic",2026-02-14 00:00:00.0000000
2023-02-11T00:00:00.000,2022-2023,54.04,2023,6,,Overall,2026-02-07 00:00:00.0000000
2023-02-25T00:00:00.000,2022-2023,54.13,2023,8,,"Asian, Non-Hispanic",2026-02-21 00:00:00.0000000
2023-02-18T00:00:00.000,2022-2023,54.120000000000005,2023,7,,Overall,2026-02-14 00:00:00.0000000
2023-03-11T00:00:00.000,2022-2023,54.3,2023,10,,Overall,2026-03-07 00:00:00.0000000
2023-03-18T00:00:00.000,2022-2023,40.97,2023,11,,"Black, Non-Hispanic",2026-03-14 00:00:00.0000000
2023-04-01T00:00:00.000,2022-2023,41.06,2023,13,,"Black, Non-Hispanic",2026-03-28 00:00:00.0000000
2023-03-04T00:00:00.000,2022-2023,54.25,2023,9,,Overall,2026-02-28 00:00:00.0000000
2023-03-11T00:00:00.000,2022-2023,55.74,2023,10,,"White, Non-Hispanic",2026-03-07 00:00:00.0000000
2023-03-25T00:00:00.000,2022-2023,41.02,2023,12,,"Black, Non-Hispanic",2026-03-21 00:00:00.0000000
2023-03-04T00:00:00.000,2022-2023,55.7,2023,9,,"White, Non-Hispanic",2026-02-28 00:00:00.0000000
2023-03-18T00:00:00.000,2022-2023,55.78,2023,11,,"White, Non-Hispanic",2026-03-14 00:00:00.0000000
2023-03-18T00:00:00.000,2022-2023,54.33,2023,11,,Overall,2026-03-14 00:00:00.0000000
2023-03-25T00:00:00.000,2022-2023,55.81,2023,12,,"White, Non-Hispanic",2026-03-21 00:00:00.0000000
2023-03-25T00:00:00.000,2022-2023,54.37,2023,12,,Overall,2026-03-21 00:00:00.0000000
2021-03-27T00:00:00.000,2020-2021,59.49,2021,12,,"White, Non-Hispanic",2026-03-21 00:00:00.0000000
2019-08-10T00:00:00.000,2019-2020,0.151,2019,32,,"Black, Non-Hispanic",2025-08-02 00:00:00.0000000
2019-08-17T00:00:00.000,2019-2020,0.338,2019,33,,"Black, Non-Hispanic",2025-08-09 00:00:00.0000000
2019-08-24T00:00:00.000,2019-2020,0.624,2019,34,,"Black, Non-Hispanic",2025-08-16 00:00:00.0000000
2019-08-31T00:00:00.000,2019-2020,1.06,2019,35,,"Black, Non-Hispanic",2025-08-23 00:00:00.0000000
2019-09-07T00:00:00.000,2019-2020,1.79,2019,36,,"Black, Non-Hispanic",2025-08-30 00:00:00.0000000
2019-09-14T00:00:00.000,2019-2020,3.44,2019,37,,"Black, Non-Hispanic",2025-09-06 00:00:00.0000000
2019-09-21T00:00:00.000,2019-2020,5.970000000000001,2019,38,,"Black, Non-Hispanic",2025-09-13 00:00:00.0000000
2019-09-28T00:00:00.000,2019-2020,9.28,2019,39,,"Black, Non-Hispanic",2025-09-20 00:00:00.0000000
2019-10-05T00:00:00.000,2019-2020,13.31,2019,40,,"Black, Non-Hispanic",2025-09-27 00:00:00.0000000
2019-10-12T00:00:00.000,2019-2020,17.69,2019,41,,"Black, Non-Hispanic",2025-10-04 00:00:00.0000000
2019-10-19T00:00:00.000,2019-2020,21.64,2019,42,,"Black, Non-Hispanic",2025-10-11 00:00:00.0000000
2019-10-26T00:00:00.000,2019-2020,25.24,2019,43,,"Black, Non-Hispanic",2025-10-18 00:00:00.0000000
2019-11-02T00:00:00.000,2019-2020,28.07,2019,44,,"Black, Non-Hispanic",2025-10-25 00:00:00.0000000
2019-11-09T00:00:00.000,2019-2020,30.380000000000003,2019,45,,"Black, Non-Hispanic",2025-11-01 00:00:00.0000000
2019-11-16T00:00:00.000,2019-2020,32.2,2019,46,,"Black, Non-Hispanic",2025-11-08 00:00:00.0000000
2019-11-23T00:00:00.000,2019-2020,33.83,2019,47,,"Black, Non-Hispanic",2025-11-15 00:00:00.0000000
2019-11-30T00:00:00.000,2019-2020,34.62,2019,48,,"Black, Non-Hispanic",2025-11-22 00:00:00.0000000
2019-12-07T00:00:00.000,2019-2020,35.67,2019,49,,"Black, Non-Hispanic",2025-11-29 00:00:00.0000000
2019-12-14T00:00:00.000,2019-2020,36.59,2019,50,,"Black, Non-Hispanic",2025-12-06 00:00:00.0000000
2019-12-21T00:00:00.000,2019-2020,37.34,2019,51,,"Black, Non-Hispanic",2025-12-13 00:00:00.0000000
2019-12-28T00:00:00.000,2019-2020,37.64,2019,52,,"Black, Non-Hispanic",2025-12-20 00:00:00.0000000
2020-01-04T00:00:00.000,2019-2020,37.96,2020,1,,"Black, Non-Hispanic",2025-12-27 00:00:00.0000000
2020-01-11T00:00:00.000,2019-2020,38.45,2020,2,,"Black, Non-Hispanic",2026-01-03 00:00:00.0000000
2020-01-18T00:00:00.000,2019-2020,38.87,2020,3,,"Black, Non-Hispanic",2026-01-10 00:00:00.0000000
2020-01-25T00:00:00.000,2019-2020,39.18,2020,4,,"Black, Non-Hispanic",2026-01-17 00:00:00.0000000
2020-02-01T00:00:00.000,2019-2020,39.48,2020,5,,"Black, Non-Hispanic",2026-01-24 00:00:00.0000000
2020-02-08T00:00:00.000,2019-2020,39.71,2020,6,,"Black, Non-Hispanic",2026-01-31 00:00:00.0000000
2020-02-15T00:00:00.000,2019-2020,39.92,2020,7,,"Black, Non-Hispanic",2026-02-07 00:00:00.0000000
2020-02-22T00:00:00.000,2019-2020,40.1,2020,8,,"Black, Non-Hispanic",2026-02-14 00:00:00.0000000
2020-02-29T00:00:00.000,2019-2020,40.28,2020,9,,"Black, Non-Hispanic",2026-02-21 00:00:00.0000000
2022-10-08T00:00:00.000,2022-2023,21.45,2022,40,,Overall,2025-10-04 00:00:00.0000000
2022-10-15T00:00:00.000,2022-2023,28.18,2022,41,,Overall,2025-10-11 00:00:00.0000000
2022-10-22T00:00:00.000,2022-2023,34.260000000000005,2022,42,,Overall,2025-10-18 00:00:00.0000000
2022-10-29T00:00:00.000,2022-2023,39.47,2022,43,,Overall,2025-10-25 00:00:00.0000000
2022-11-05T00:00:00.000,2022-2023,43.08,2022,44,,Overall,2025-11-01 00:00:00.0000000
2022-11-12T00:00:00.000,2022-2023,45.64,2022,45,,Overall,2025-11-08 00:00:00.0000000
2022-11-19T00:00:00.000,2022-2023,47.81,2022,46,,Overall,2025-11-15 00:00:00.0000000
2022-11-26T00:00:00.000,2022-2023,48.79,2022,47,,Overall,2025-11-22 00:00:00.0000000
2022-12-03T00:00:00.000,2022-2023,50.02,2022,48,,Overall,2025-11-29 00:00:00.0000000
2022-10-08T00:00:00.000,2022-2023,21.97,2022,40,,"White, Non-Hispanic",2025-10-04 00:00:00.0000000
2022-10-15T00:00:00.000,2022-2023,28.96,2022,41,,"White, Non-Hispanic",2025-10-11 00:00:00.0000000
2022-10-22T00:00:00.000,2022-2023,35.28,2022,42,,"White, Non-Hispanic",2025-10-18 00:00:00.0000000
2022-10-29T00:00:00.000,2022-2023,40.7,2022,43,,"White, Non-Hispanic",2025-10-25 00:00:00.0000000
2022-11-05T00:00:00.000,2022-2023,44.440000000000005,2022,44,,"White, Non-Hispanic",2025-11-01 00:00:00.0000000
2022-11-12T00:00:00.000,2022-2023,47.07,2022,45,,"White, Non-Hispanic",2025-11-08 00:00:00.0000000
2022-11-19T00:00:00.000,2022-2023,49.29,2022,46,,"White, Non-Hispanic",2025-11-15 00:00:00.0000000
2022-11-26T00:00:00.000,2022-2023,50.28,2022,47,,"White, Non-Hispanic",2025-11-22 00:00:00.0000000
2022-12-03T00:00:00.000,2022-2023,51.53,2022,48,,"White, Non-Hispanic",2025-11-29 00:00:00.0000000
2024-10-19T00:00:00.000,2024-2025,22.56,2024,42,,"Black, Non-Hispanic",2025-10-18 00:00:00.0000000
2024-10-12T00:00:00.000,2024-2025,19.3,2024,41,,"Black, Non-Hispanic",2025-10-11 00:00:00.0000000
2024-10-26T00:00:00.000,2024-2025,25.24,2024,43,,"Black, Non-Hispanic",2025-10-25 00:00:00.0000000
2024-10-12T00:00:00.000,2024-2025,24.93,2024,41,,Overall,2025-10-11 00:00:00.0000000
2024-10-19T00:00:00.000,2024-2025,29.67,2024,42,,Overall,2025-10-18 00:00:00.0000000
2024-10-05T00:00:00.000,2024-2025,19.99,2024,40,,Overall,2025-10-04 00:00:00.0000000
2024-10-19T00:00:00.000,2024-2025,30.28,2024,42,,"White, Non-Hispanic",2025-10-18 00:00:00.0000000
2024-10-12T00:00:00.000,2024-2025,25.35,2024,41,,"White, Non-Hispanic",2025-10-11 00:00:00.0000000
2024-10-26T00:00:00.000,2024-2025,33.67,2024,43,,Overall,2025-10-25 00:00:00.0000000
2024-10-05T00:00:00.000,2024-2025,20.26,2024,40,,"White, Non-Hispanic",2025-10-04 00:00:00.0000000
2022-10-08T00:00:00.000,2022-2023,15.340000000000002,2022,40,,"Black, Non-Hispanic",2025-10-04 00:00:00.0000000
2022-10-15T00:00:00.000,2022-2023,20.03,2022,41,,"Black, Non-Hispanic",2025-10-11 00:00:00.0000000
2022-10-22T00:00:00.000,2022-2023,24.3,2022,42,,"Black, Non-Hispanic",2025-10-18 00:00:00.0000000
2022-10-29T00:00:00.000,2022-2023,28.04,2022,43,,"Black, Non-Hispanic",2025-10-25 00:00:00.0000000
2022-11-05T00:00:00.000,2022-2023,30.65,2022,44,,"Black, Non-Hispanic",2025-11-01 00:00:00.0000000
2022-11-12T00:00:00.000,2022-2023,32.61,2022,45,,"Black, Non-Hispanic",2025-11-08 00:00:00.0000000
2022-11-19T00:00:00.000,2022-2023,34.36,2022,46,,"Black, Non-Hispanic",2025-11-15 00:00:00.0000000
2022-11-26T00:00:00.000,2022-2023,35.2,2022,47,,"Black, Non-Hispanic",2025-11-22 00:00:00.0000000
2022-12-03T00:00:00.000,2022-2023,36.3,2022,48,,"Black, Non-Hispanic",2025-11-29 00:00:00.0000000
2022-10-08T00:00:00.000,2022-2023,22.23,2022,40,,"Other, Non-Hispanic",2025-10-04 00:00:00.0000000
2022-10-15T00:00:00.000,2022-2023,28.32,2022,41,,"Other, Non-Hispanic",2025-10-11 00:00:00.0000000
2022-10-22T00:00:00.000,2022-2023,33.76,2022,42,,"Other, Non-Hispanic",2025-10-18 00:00:00.0000000
2022-10-29T00:00:00.000,2022-2023,38.24,2022,43,,"Other, Non-Hispanic",2025-10-25 00:00:00.0000000
2022-11-05T00:00:00.000,2022-2023,41.45,2022,44,,"Other, Non-Hispanic",2025-11-01 00:00:00.0000000
2022-11-12T00:00:00.000,2022-2023,43.79,2022,45,,"Other, Non-Hispanic",2025-11-08 00:00:00.0000000
2022-11-19T00:00:00.000,2022-2023,45.83,2022,46,,"Other, Non-Hispanic",2025-11-15 00:00:00.0000000
2022-11-26T00:00:00.000,2022-2023,46.79,2022,47,,"Other, Non-Hispanic",2025-11-22 00:00:00.0000000
2022-12-03T00:00:00.000,2022-2023,47.98,2022,48,,"Other, Non-Hispanic",2025-11-29 00:00:00.0000000
2022-10-08T00:00:00.000,2022-2023,24.58,2022,40,,"Asian, Non-Hispanic",2025-10-04 00:00:00.0000000
2022-10-15T00:00:00.000,2022-2023,30.37,2022,41,,"Asian, Non-Hispanic",2025-10-11 00:00:00.0000000
2022-10-22T00:00:00.000,2022-2023,35.43,2022,42,,"Asian, Non-Hispanic",2025-10-18 00:00:00.0000000
