week_ending,influenza_season,estimate,mmwr_year,mmwr_week,as_of_date,race_and_ethnicity,current_season_week_ending_label
2021-03-13T00:00:00.000,2020-2021,53.44,2021,10,,"Other, Non-Hispanic",2026-03-07 00:00:00.0000000
2021-03-20T00:00:00.000,2020-2021,53.48,2021,11,,"Other, Non-Hispanic",2026-03-14 00:00:00.0000000
2021-03-27T00:00:00.000,2020-2021,53.52,2021,12,,"Other, Non-Hispanic",2026-03-21 00:00:00.0000000
2019-08-10T00:00:00.000,2019-2020,0.251,2019,32,,"Asian, Non-Hispanic",2025-08-02 00:00:00.0000000
2019-08-17T00:00:00.000,2019-2020,0.688,2019,33,,"Asian, Non-Hispanic",2025-08-09 00:00:00.0000000
2019-08-24T00:00:00.000,2019-2020,1.44,2019,34,,"Asian, Non-Hispanic",2025-08-16 00:00:00.0000000
2019-08-31T00:00:00.000,2019-2020,2.6100000000000003,2019,35,,"Asian, Non-Hispanic",2025-08-23 00:00:00.0000000
2019-09-07T00:00:00.000,2019-2020,4.51,2019,36,,"Asian, Non-Hispanic",2025-08-30 00:00:00.0000000
2019-09-14T00:00:00.000,2019-2020,7.8,2019,37,,"Asian, Non-Hispanic",2025-09-06 00:00:00.0000000
2019-09-21T00:00:00.000,2019-2020,12.35,2019,38,,"Asian, Non-Hispanic",2025-09-13 00:00:00.0000000
2019-09-28T00:00:00.000,2019-2020,17.64,2019,39,,"Asian, Non-Hispanic",2025-09-20 00:00:00.0000000
2019-10-05T00:00:00.000,2019-2020,23.59,2019,40,,"Asian, Non-Hispanic",2025-09-27 00:00:00.0000000
2019-10-12T00:00:00.000,2019-2020,29.33,2019,41,,"Asian, Non-Hispanic",2025-10-04 00:00:00.0000000
2019-10-19T00:00:00.000,2019-2020,34.37,2019,42,,"Asian, Non-Hispanic",2025-10-11 00:00:00.0000000
2019-10-26T00:00:00.000,2019-2020,38.76,2019,43,,"Asian, Non-Hispanic",2025-10-18 00:00:00.0000000
2019-11-02T00:00:00.000,2019-2020,42.04,2019,44,,"Asian, Non-Hispanic",2025-10-25 00:00:00.0000000
2019-11-09T00:00:00.000,2019-2020,44.77,2019,45,,"Asian, Non-Hispanic",2025-11-01 00:00:00.0000000
2019-11-16T00:00:00.000,2019-2020,46.87,2019,46,,"Asian, Non-Hispanic",2025-11-08 00:00:00.0000000
2019-11-23T00:00:00.000,2019-2020,48.63,2019,47,,"Asian, Non-Hispanic",2025-11-15 00:00:00.0000000
2019-11-30T00:00:00.000,2019-2020,49.5,2019,48,,"Asian, Non-Hispanic",2025-11-22 00:00:00.0000000
2019-12-07T00:00:00.000,2019-2020,50.580000000000005,2019,49,,"Asian, Non-Hispanic",2025-11-29 00:00:00.0000000
2019-12-14T00:00:00.000,2019-2020,51.52,2019,50,,"Asian, Non-Hispanic",2025-12-06 00:00:00.0000000
2019-12-21T00:00:00.000,2019-2020,52.290000000000006,2019,51,,"Asian, Non-Hispanic",2025-12-13 00:00:00.0000000
2019-12-28T00:00:00.000,2019-2020,52.62,2019,52,,"Asian, Non-Hispanic",2025-12-20 00:00:00.0000000
2020-01-04T00:00:00.000,2019-2020,52.94,2020,1,,"Asian, Non-Hispanic",2025-12-27 00:00:00.0000000
2020-01-11T00:00:00.000,2019-2020,53.39,2020,2,,"Asian, Non-Hispanic",2026-01-03 00:00:00.0000000
2020-01-18T00:00:00.000,2019-2020,53.790000000000006,2020,3,,"Asian, Non-Hispanic",2026-01-10 00:00:00.0000000
2020-01-25T00:00:00.000,2019-2020,54.09,2020,4,,"Asian, Non-Hispanic",2026-01-17 00:00:00.0000000
2020-02-01T00:00:00.000,2019-2020,54.41,2020,5,,"Asian, Non-Hispanic",2026-01-24 00:00:00.0000000
2020-02-08T00:00:00.000,2019-2020,54.71,2020,6,,"Asian, Non-Hispanic",2026-01-31 00:00:00.0000000
2020-02-15T00:00:00.000,2019-2020,54.96,2020,7,,"Asian, Non-Hispanic",2026-02-07 00:00:00.0000000
2020-02-22T00:00:00.000,2019-2020,55.17,2020,8,,"Asian, Non-Hispanic",2026-02-14 00:00:00.0000000
2020-02-29T00:00:00.000,2019-2020,55.400000000000006,2020,9,,"Asian, Non-Hispanic",2026-02-21 00:00:00.0000000
2020-03-07T00:00:00.000,2019-2020,55.63,2020,10,,"Asian, Non-Hispanic",2026-02-28 00:00:00.0000000
2020-03-14T00:00:00.000,2019-2020,55.82,2020,11,,"Asian, Non-Hispanic",2026-03-07 00:00:00.0000000
2020-03-21T00:00:00.000,2019-2020,55.900000000000006,2020,12,,"Asian, Non-Hispanic",2026-03-14 00:00:00.0000000
2020-03-28T00:00:00.000,2019-2020,55.93,2020,13,,"Asian, Non-Hispanic",2026-03-21 00:00:00.0000000
2020-04-04T00:00:00.000,2019-2020,55.94,2020,14,,"Asian, Non-Hispanic",2026-03-28 00:00:00.0000000
2020-04-11T00:00:00.000,2019-2020,55.95,2020,15,,"Asian, Non-Hispanic",2026-04-04 00:00:00.0000000
2020-04-18T00:00:00.000,2019-2020,55.96,2020,16,,"Asian, Non-Hispanic",2026-04-11 00:00:00.0000000
2020-04-25T00:00:00.000,2019-2020,55.96,2020,17,,"Asian, Non-Hispanic",2026-04-18 00:00:00.0000000
2020-05-02T00:00:00.000,2019-2020,55.97,2020,18,,"Asian, Non-Hispanic",2026-04-25 00:00:00.0000000
2020-05-09T00:00:00.000,2019-2020,55.97,2020,19,,"Asian, Non-Hispanic",2026-05-02 00:00:00.0000000
2020-05-16T00:00:00.000,2019-2020,55.98,2020,20,,"Asian, Non-Hispanic",2026-05-09 00:00:00.0000000
2020-05-23T00:00:00.000,2019-2020,55.99,2020,21,,"Asian, Non-Hispanic",2026-05-16 00:00:00.0000000
2020-05-30T00:00:00.000,2019-2020,55.99,2020,22,,"Asian, Non-Hispanic",2026-05-23 00:00:00.0000000
2020-08-08T00:00:00.000,2020-2021,0.094,2020,32,,"Asian, Non-Hispanic",2025-08-02 00:00:00.0000000
2020-08-15T00:00:00.000,2020-2021,0.6039999999999999,2020,33,,"Asian, Non-Hispanic",2025-08-09 00:00:00.0000000
2020-08-22T00:00:00.000,2020-2021,1.93,2020,34,,"Asian, Non-Hispanic",2025-08-16 00:00:00.0000000
2020-08-29T00:00:00.000,2020-2021,4.01,2020,35,,"Asian, Non-Hispanic",2025-08-23 00:00:00.0000000
2020-09-05T00:00:00.000,2020-2021,7.389999999999999,2020,36,,"Asian, Non-Hispanic",2025-08-30 00:00:00.0000000
2020-09-12T00:00:00.000,2020-2021,11.76,2020,37,,"Asian, Non-Hispanic",2025-09-06 00:00:00.0000000
2020-09-19T00:00:00.000,2020-2021,18.17,2020,38,,"Asian, Non-Hispanic",2025-09-13 00:00:00.0000000
2020-09-26T00:00:00.000,2020-2021,24.74,2020,39,,"Asian, Non-Hispanic",2025-09-20 00:00:00.0000000
2020-10-03T00:00:00.000,2020-2021,30.95,2020,40,,"Asian, Non-Hispanic",2025-09-27 00:00:00.0000000
2020-10-10T00:00:00.000,2020-2021,37.32,2020,41,,"Asian, Non-Hispanic",2025-10-04 00:00:00.0000000
2020-10-17T00:00:00.000,2020-2021,42.26,2020,42,,"Asian, Non-Hispanic",2025-10-11 00:00:00.0000000
2020-10-24T00:00:00.000,2020-2021,46.17,2020,43,,"Asian, Non-Hispanic",2025-10-18 00:00:00.0000000
2020-10-31T00:00:00.000,2020-2021,48.93,2020,44,,"Asian, Non-Hispanic",2025-10-25 00:00:00.0000000
2020-11-07T00:00:00.000,2020-2021,50.85,2020,45,,"Asian, Non-Hispanic",2025-11-01 00:00:00.0000000
2020-11-14T00:00:00.000,2020-2021,52.33,2020,46,,"Asian, Non-Hispanic",2025-11-08 00:00:00.0000000
2020-11-21T00:00:00.000,2020-2021,53.510000000000005,2020,47,,"Asian, Non-Hispanic",2025-11-15 00:00:00.0000000
2020-11-28T00:00:00.000,2020-2021,54.1,2020,48,,"Asian, Non-Hispanic",2025-11-22 00:00:00.0000000
2020-12-05T00:00:00.000,2020-2021,54.72,2020,49,,"Asian, Non-Hispanic",2025-11-29 00:00:00.0000000
2020-12-12T00:00:00.000,2020-2021,55.22,2020,50,,"Asian, Non-Hispanic",2025-12-06 00:00:00.0000000
2020-12-19T00:00:00.000,2020-2021,55.59,2020,51,,"Asian, Non-Hispanic",2025-12-13 00:00:00.0000000
2020-12-26T00:00:00.000,2020-2021,55.81,2020,52,,"Asian, Non-Hispanic",2025-12-20 00:00:00.0000000
2021-01-02T00:00:00.000,2020-2021,55.98,2020,53,,"Asian, Non-Hispanic",2025-12-27 00:00:00.0000000
2021-01-09T00:00:00.000,2020-2021,56.17,2021,1,,"Asian, Non-Hispanic",2026-01-03 00:00:00.0000000
2021-01-16T00:00:00.000,2020-2021,56.34,2021,2,,"Asian, Non-Hispanic",2026-01-10 00:00:00.0000000
2021-01-23T00:00:00.000,2020-2021,56.46,2021,3,,"Asian, Non-Hispanic",2026-01-17 00:00:00.0000000
2021-01-30T00:00:00.000,2020-2021,56.55,2021,4,,"Asian, Non-Hispanic",2026-01-24 00:00:00.0000000
2021-02-06T00:00:00.000,2020-2021,56.63,2021,5,,"Asian, Non-Hispanic",2026-01-31 00:00:00.0000000
2021-02-13T00:00:00.000,2020-2021,56.7,2021,6,,"Asian, Non-Hispanic",2026-02-07 00:00:00.0000000
2021-02-20T00:00:00.000,2020-2021,56.74,2021,7,,"Asian, Non-Hispanic",2026-02-14 00:00:00.0000000
2021-02-27T00:00:00.000,2020-2021,56.79,2021,8,,"Asian, Non-Hispanic",2026-02-21 00:00:00.0000000
2021-03-06T00:00:00.000,2020-2021,56.84,2021,9,,"Asian, Non-Hispanic",2026-02-28 00:00:00.0000000
2021-03-13T00:00:00.000,2020-2021,56.87,2021,10,,"Asian, Non-Hispanic",2026-03-07 00:00:00.0000000
2021-03-20T00:00:00.000,2020-2021,56.89999999999999,2021,11,,"Asian, Non-Hispanic",2026-03-14 00:00:00.0000000
2021-03-27T00:00:00.000,2020-2021,56.93,2021,12,,"Asian, Non-Hispanic",2026-03-21 00:00:00.0000000
2019-08-10T00:00:00.000,2019-2020,0.238,2019,32,,Hispanic,2025-08-02 00:00:00.0000000
2019-08-17T00:00:00.000,2019-2020,0.5559999999999999,2019,33,,Hispanic,2025-08-09 00:00:00.0000000
2023-10-28T00:00:00.000,2023-2024,35.85,2023,43,,Overall,2025-10-25 00:00:00.0000000
2023-10-21T00:00:00.000,2023-2024,18.15,2023,42,,Hispanic,2025-10-18 00:00:00.0000000
2023-10-07T00:00:00.000,2023-2024,12.68,2023,40,,Hispanic,2025-10-04 00:00:00.0000000
2023-10-14T00:00:00.000,2023-2024,15.62,2023,41,,Hispanic,2025-10-11 00:00:00.0000000
2023-10-14T00:00:00.000,2023-2024,27.17,2023,41,,"White, Non-Hispanic",2025-10-11 00:00:00.0000000
2023-10-07T00:00:00.000,2023-2024,21.35,2023,40,,"White, Non-Hispanic",2025-10-04 00:00:00.0000000
2023-10-28T00:00:00.000,2023-2024,20.29,2023,43,,Hispanic,2025-10-25 00:00:00.0000000
2019-08-24T00:00:00.000,2019-2020,1.01,2019,34,,Hispanic,2025-08-16 00:00:00.0000000
2019-08-31T00:00:00.000,2019-2020,1.62,2019,35,,Hispanic,2025-08-23 00:00:00.0000000
2019-09-07T00:00:00.000,2019-2020,2.46,2019,36,,Hispanic,2025-08-30 00:00:00.0000000
2019-09-14T00:00:00.000,2019-2020,4.23,2019,37,,Hispanic,2025-09-06 00:00:00.0000000
2019-09-21T00:00:00.000,2019-2020,6.58,2019,38,,Hispanic,2025-09-13 00:00:00.0000000
2019-09-28T00:00:00.000,2019-2020,9.41,2019,39,,Hispanic,2025-09-20 00:00:00.0000000
2019-10-05T00:00:00.000,2019-2020,12.73,2019,40,,Hispanic,2025-09-27 00:00:00.0000000
2019-10-12T00:00:00.000,2019-2020,16.2,2019,41,,Hispanic,2025-10-04 00:00:00.0000000
2019-10-19T00:00:00.000,2019-2020,19.33,2019,42,,Hispanic,2025-10-11 00:00:00.0000000
2019-10-26T00:00:00.000,2019-2020,22.2,2019,43,,Hispanic,2025-10-18 00:00:00.0000000
2019-11-02T00:00:00.000,2019-2020,24.45,2019,44,,Hispanic,2025-10-25 00:00:00.0000000
2019-11-09T00:00:00.000,2019-2020,26.41,2019,45,,Hispanic,2025-11-01 00:00:00.0000000
2019-11-16T00:00:00.000,2019-2020,27.99,2019,46,,Hispanic,2025-11-08 00:00:00.0000000
2019-11-23T00:00:00.000,2019-2020,29.44,2019,47,,Hispanic,2025-11-15 00:00:00.0000000
2019-11-30T00:00:00.000,2019-2020,30.22,2019,48,,Hispanic,2025-11-22 00:00:00.0000000
2019-12-07T00:00:00.000,2019-2020,31.17,2019,49,,Hispanic,2025-11-29 00:00:00.0000000
2019-12-14T00:00:00.000,2019-2020,32.02,2019,50,,Hispanic,2025-12-06 00:00:00.0000000
2019-12-21T00:00:00.000,2019-2020,32.690000000000005,2019,51,,Hispanic,2025-12-13 00:00:00.0000000
2019-12-28T00:00:00.000,2019-2020,32.98,2019,52,,Hispanic,2025-12-20 00:00:00.0000000
2020-01-04T00:00:00.000,2019-2020,33.25,2020,1,,Hispanic,2025-12-27 00:00:00.0000000
2020-01-11T00:00:00.000,2019-2020,33.71,2020,2,,Hispanic,2026-01-03 00:00:00.0000000
2020-01-18T00:00:00.000,2019-2020,34.14,2020,3,,Hispanic,2026-01-10 00:00:00.0000000
2020-01-25T00:00:00.000,2019-2020,34.489999999999995,2020,4,,Hispanic,2026-01-17 00:00:00.0000000
2020-02-01T00:00:00.000,2019-2020,34.84,2020,5,,Hispanic,2026-01-24 00:00:00.0000000
2020-02-08T00:00:00.000,2019-2020,35.099999999999994,2020,6,,Hispanic,2026-01-31 00:00:00.0000000
2020-02-15T00:00:00.000,2019-2020,35.35,2020,7,,Hispanic,2026-02-07 00:00:00.0000000
2020-02-22T00:00:00.000,2019-2020,35.56,2020,8,,Hispanic,2026-02-14 00:00:00.0000000
2020-02-29T00:00:00.000,2019-2020,35.77,2020,9,,Hispanic,2026-02-21 00:00:00.0000000
2020-03-07T00:00:00.000,2019-2020,36.01,2020,10,,Hispanic,2026-02-28 00:00:00.0000000
2020-03-14T00:00:00.000,2019-2020,36.25,2020,11,,Hispanic,2026-03-07 00:00:00.0000000
2020-03-21T00:00:00.000,2019-2020,36.36,2020,12,,Hispanic,2026-03-14 00:00:00.0000000
2020-03-28T00:00:00.000,2019-2020,36.4,2020,13,,Hispanic,2026-03-21 00:00:00.0000000
2020-04-04T00:00:00.000,2019-2020,36.43,2020,14,,Hispanic,2026-03-28 00:00:00.0000000
2020-04-11T00:00:00.000,2019-2020,36.44,2020,15,,Hispanic,2026-04-04 00:00:00.0000000
2020-04-18T00:00:00.000,2019-2020,36.45,2020,16,,Hispanic,2026-04-11 00:00:00.0000000
2020-04-25T00:00:00.000,2019-2020,36.46,2020,17,,Hispanic,2026-04-18 00:00:00.0000000
2020-05-02T00:00:00.000,2019-2020,36.48,2020,18,,Hispanic,2026-04-25 00:00:00.0000000
2020-05-09T00:00:00.000,2019-2020,36.49,2020,19,,Hispanic,2026-05-02 00:00:00.0000000
2020-05-16T00:00:00.000,2019-2020,36.5,2020,20,,Hispanic,2026-05-09 00:00:00.0000000
2020-05-23T00:00:00.000,2019-2020,36.51,2020,21,,Hispanic,2026-05-16 00:00:00.0000000
2020-05-30T00:00:00.000,2019-2020,36.52,2020,22,,Hispanic,2026-05-23 00:00:00.0000000
2020-08-08T00:00:00.000,2020-2021,0.0729,2020,32,,Hispanic,2025-08-02 00:00:00.0000000
2020-08-15T00:00:00.000,2020-2021,0.3459999999999999,2020,33,,Hispanic,2025-08-09 00:00:00.0000000
2020-08-22T00:00:00.000,2020-2021,1.12,2020,34,,Hispanic,2025-08-16 00:00:00.0000000
2020-08-29T00:00:00.000,2020-2021,2.15,2020,35,,Hispanic,2025-08-23 00:00:00.0000000
2020-09-05T00:00:00.000,2020-2021,3.74,2020,36,,Hispanic,2025-08-30 00:00:00.0000000
2020-09-12T00:00:00.000,2020-2021,5.84,2020,37,,Hispanic,2025-09-06 00:00:00.0000000
2020-09-19T00:00:00.000,2020-2021,9.33,2020,38,,Hispanic,2025-09-13 00:00:00.0000000
2020-09-26T00:00:00.000,2020-2021,13.08,2020,39,,Hispanic,2025-09-20 00:00:00.0000000
2020-10-03T00:00:00.000,2020-2021,16.77,2020,40,,Hispanic,2025-09-27 00:00:00.0000000
2020-10-10T00:00:00.000,2020-2021,20.67,2020,41,,Hispanic,2025-10-04 00:00:00.0000000
2020-10-17T00:00:00.000,2020-2021,24.0,2020,42,,Hispanic,2025-10-11 00:00:00.0000000
2020-10-24T00:00:00.000,2020-2021,26.78,2020,43,,Hispanic,2025-10-18 00:00:00.0000000
2020-10-31T00:00:00.000,2020-2021,28.97,2020,44,,Hispanic,2025-10-25 00:00:00.0000000
2020-11-07T00:00:00.000,2020-2021,30.61,2020,45,,Hispanic,2025-11-01 00:00:00.0000000
2020-11-14T00:00:00.000,2020-2021,31.94,2020,46,,Hispanic,2025-11-08 00:00:00.0000000
2020-11-21T00:00:00.000,2020-2021,33.08,2020,47,,Hispanic,2025-11-15 00:00:00.0000000
2020-11-28T00:00:00.000,2020-2021,33.64,2020,48,,Hispanic,2025-11-22 00:00:00.0000000
2020-12-05T00:00:00.000,2020-2021,34.33,2020,49,,Hispanic,2025-11-29 00:00:00.0000000
2020-12-12T00:00:00.000,2020-2021,34.9,2020,50,,Hispanic,2025-12-06 00:00:00.0000000
2020-12-19T00:00:00.000,2020-2021,35.33,2020,51,,Hispanic,2025-12-13 00:00:00.0000000
2020-12-26T00:00:00.000,2020-2021,35.55,2020,52,,Hispanic,2025-12-20 00:00:00.0000000
2021-01-02T00:00:00.000,2020-2021,35.74,2020,53,,Hispanic,2025-12-27 00:00:00.0000000
2021-01-09T00:00:00.000,2020-2021,35.97,2021,1,,Hispanic,2026-01-03 00:00:00.0000000
2021-01-16T00:00:00.000,2020-2021,36.18,2021,2,,Hispanic,2026-01-10 00:00:00.0000000
2021-01-23T00:00:00.000,2020-2021,36.35,2021,3,,Hispanic,2026-01-17 00:00:00.0000000
2021-01-30T00:00:00.000,2020-2021,36.5,2021,4,,Hispanic,2026-01-24 00:00:00.0000000
2021-02-06T00:00:00.000,2020-2021,36.61,2021,5,,Hispanic,2026-01-31 00:00:00.0000000
2021-02-13T00:00:00.000,2020-2021,36.720000000000006,2021,6,,Hispanic,2026-02-07 00:00:00.0000000
2021-02-20T00:00:00.000,2020-2021,36.78,2021,7,,Hispanic,2026-02-14 00:00:00.0000000
2021-02-27T00:00:00.000,2020-2021,36.86,2021,8,,Hispanic,2026-02-21 00:00:00.0000000
2021-03-06T00:00:00.000,2020-2021,36.92,2021,9,,Hispanic,2026-02-28 00:00:00.0000000
2021-03-13T00:00:00.000,2020-2021,36.98,2021,10,,Hispanic,2026-03-07 00:00:00.0000000
2021-03-20T00:00:00.000,2020-2021,37.03,2021,11,,Hispanic,2026-03-14 00:00:00.0000000
2021-03-27T00:00:00.000,2020-2021,37.07,2021,12,,Hispanic,2026-03-21 00:00:00.0000000
2021-04-03T00:00:00.000,2020-2021,57.71,2021,13,,Overall,2026-03-28 00:00:00.0000000
2021-04-10T00:00:00.000,2020-2021,57.73,2021,14,,Overall,2026-04-04 00:00:00.0000000
2021-04-17T00:00:00.000,2020-2021,57.74,2021,15,,Overall,2026-04-11 00:00:00.0000000
2021-04-24T00:00:00.000,2020-2021,57.76,2021,16,,Overall,2026-04-18 00:00:00.0000000
2021-05-01T00:00:00.000,2020-2021,57.77,2021,17,,Overall,2026-04-25 00:00:00.0000000
2021-05-08T00:00:00.000,2020-2021,57.78,2021,18,,Overall,2026-05-02 00:00:00.0000000
2021-05-15T00:00:00.000,2020-2021,57.79,2021,19,,Overall,2026-05-09 00:00:00.0000000
2021-05-22T00:00:00.000,2020-2021,57.8,2021,20,,Overall,2026-05-16 00:00:00.0000000
2021-05-29T00:00:00.000,2020-2021,57.81,2021,21,,Overall,2026-05-23 00:00:00.0000000
2021-08-07T00:00:00.000,2021-2022,0.0851999999999999,2021,31,,Overall,2025-08-02 00:00:00.0000000
2021-08-14T00:00:00.000,2021-2022,0.238,2021,32,,Overall,2025-08-09 00:00:00.0000000
2021-08-21T00:00:00.000,2021-2022,0.5869999999999999,2021,33,,Overall,2025-08-16 00:00:00.0000000
2021-08-28T00:00:00.000,2021-2022,1.12,2021,34,,Overall,2025-08-23 00:00:00.0000000
2021-09-04T00:00:00.000,2021-2022,2.19,2021,35,,Overall,2025-08-30 00:00:00.0000000
2021-09-11T00:00:00.000,2021-2022,4.06,2021,36,,Overall,2025-09-06 00:00:00.0000000
2023-11-11T00:00:00.000,2023-2024,41.55,2023,45,,Overall,2025-11-08 00:00:00.0000000
2023-11-11T00:00:00.000,2023-2024,42.65,2023,45,,"White, Non-Hispanic",2025-11-08 00:00:00.0000000
2023-11-25T00:00:00.000,2023-2024,32.68,2023,47,,"Black, Non-Hispanic",2025-11-22 00:00:00.0000000
2023-11-04T00:00:00.000,2023-2024,39.03,2023,44,,Overall,2025-11-01 00:00:00.0000000
2023-11-04T00:00:00.000,2023-2024,40.05,2023,44,,"White, Non-Hispanic",2025-11-01 00:00:00.0000000
2023-11-25T00:00:00.000,2023-2024,44.64,2023,47,,Overall,2025-11-22 00:00:00.0000000
2023-11-18T00:00:00.000,2023-2024,43.64,2023,46,,Overall,2025-11-15 00:00:00.0000000
2023-11-25T00:00:00.000,2023-2024,45.82,2023,47,,"White, Non-Hispanic",2025-11-22 00:00:00.0000000
2023-11-18T00:00:00.000,2023-2024,44.81,2023,46,,"White, Non-Hispanic",2025-11-15 00:00:00.0000000
2023-11-04T00:00:00.000,2023-2024,22.02,2023,44,,Hispanic,2025-11-01 00:00:00.0000000
2021-09-18T00:00:00.000,2021-2022,7.3,2021,37,,Overall,2025-09-13 00:00:00.0000000
2021-09-25T00:00:00.000,2021-2022,11.79,2021,38,,Overall,2025-09-20 00:00:00.0000000
2021-10-02T00:00:00.000,2021-2022,17.47,2021,39,,Overall,2025-09-27 00:00:00.0000000
2021-04-03T00:00:00.000,2020-2021,59.51,2021,13,,"White, Non-Hispanic",2026-03-28 00:00:00.0000000
2021-04-10T00:00:00.000,2020-2021,59.53000000000001,2021,14,,"White, Non-Hispanic",2026-04-04 00:00:00.0000000
2021-04-17T00:00:00.000,2020-2021,59.540000000000006,2021,15,,"White, Non-Hispanic",2026-04-11 00:00:00.0000000
2021-10-09T00:00:00.000,2021-2022,24.98,2021,40,,"White, Non-Hispanic",2025-10-04 00:00:00.0000000
2021-10-23T00:00:00.000,2021-2022,23.76,2021,42,,"Black, Non-Hispanic",2025-10-18 00:00:00.0000000
2021-10-09T00:00:00.000,2021-2022,24.21,2021,40,,Overall,2025-10-04 00:00:00.0000000
2021-10-16T00:00:00.000,2021-2022,31.5,2021,41,,"White, Non-Hispanic",2025-10-11 00:00:00.0000000
2021-10-30T00:00:00.000,2021-2022,26.76,2021,43,,"Black, Non-Hispanic",2025-10-25 00:00:00.0000000
2021-10-23T00:00:00.000,2021-2022,36.86,2021,42,,"White, Non-Hispanic",2025-10-18 00:00:00.0000000
2021-10-23T00:00:00.000,2021-2022,35.67,2021,42,,Overall,2025-10-18 00:00:00.0000000
2021-10-30T00:00:00.000,2021-2022,41.0,2021,43,,"White, Non-Hispanic",2025-10-25 00:00:00.0000000
2021-10-16T00:00:00.000,2021-2022,30.49,2021,41,,Overall,2025-10-11 00:00:00.0000000
2021-10-30T00:00:00.000,2021-2022,39.68,2021,43,,Overall,2025-10-25 00:00:00.0000000
2021-10-09T00:00:00.000,2021-2022,13.47,2021,40,,Hispanic,2025-10-04 00:00:00.0000000
2021-10-23T00:00:00.000,2021-2022,20.03,2021,42,,Hispanic,2025-10-18 00:00:00.0000000
2021-10-16T00:00:00.000,2021-2022,17.080000000000002,2021,41,,Hispanic,2025-10-11 00:00:00.0000000
2021-10-30T00:00:00.000,2021-2022,22.41,2021,43,,Hispanic,2025-10-25 00:00:00.0000000
2021-10-09T00:00:00.000,2021-2022,27.16,2021,40,,"Asian, Non-Hispanic",2025-10-04 00:00:00.0000000
2021-10-30T00:00:00.000,2021-2022,38.33,2021,43,,"Other, Non-Hispanic",2025-10-25 00:00:00.0000000
2021-10-16T00:00:00.000,2021-2022,32.73,2021,41,,"Asian, Non-Hispanic",2025-10-11 00:00:00.0000000
2021-10-09T00:00:00.000,2021-2022,15.6,2021,40,,"Black, Non-Hispanic",2025-10-04 00:00:00.0000000
2021-10-09T00:00:00.000,2021-2022,24.38,2021,40,,"Other, Non-Hispanic",2025-10-04 00:00:00.0000000
2021-10-23T00:00:00.000,2021-2022,34.760000000000005,2021,42,,"Other, Non-Hispanic",2025-10-18 00:00:00.0000000
2021-10-23T00:00:00.000,2021-2022,37.34,2021,42,,"Asian, Non-Hispanic",2025-10-18 00:00:00.0000000
2021-10-16T00:00:00.000,2021-2022,19.99,2021,41,,"Black, Non-Hispanic",2025-10-11 00:00:00.0000000
2021-10-16T00:00:00.000,2021-2022,30.1,2021,41,,"Other, Non-Hispanic",2025-10-11 00:00:00.0000000
2021-10-30T00:00:00.000,2021-2022,40.91,2021,43,,"Asian, Non-Hispanic",2025-10-25 00:00:00.0000000
2021-11-06T00:00:00.000,2021-2022,42.64,2021,44,,Overall,2025-11-01 00:00:00.0000000
2021-11-13T00:00:00.000,2021-2022,44.940000000000005,2021,45,,Overall,2025-11-08 00:00:00.0000000
2021-11-20T00:00:00.000,2021-2022,46.97,2021,46,,Overall,2025-11-15 00:00:00.0000000
2021-11-27T00:00:00.000,2021-2022,47.94,2021,47,,Overall,2025-11-22 00:00:00.0000000
2021-12-04T00:00:00.000,2021-2022,49.24,2021,48,,Overall,2025-11-29 00:00:00.0000000
2021-12-11T00:00:00.000,2021-2022,50.27,2021,49,,Overall,2025-12-06 00:00:00.0000000
2021-12-18T00:00:00.000,2021-2022,51.13,2021,50,,Overall,2025-12-13 00:00:00.0000000
2021-12-25T00:00:00.000,2021-2022,51.6,2021,51,,Overall,2025-12-20 00:00:00.0000000
2021-11-06T00:00:00.000,2021-2022,44.05,2021,44,,"White, Non-Hispanic",2025-11-01 00:00:00.0000000
2021-11-13T00:00:00.000,2021-2022,46.400000000000006,2021,45,,"White, Non-Hispanic",2025-11-08 00:00:00.0000000
2021-11-20T00:00:00.000,2021-2022,48.47,2021,46,,"White, Non-Hispanic",2025-11-15 00:00:00.0000000
2021-11-27T00:00:00.000,2021-2022,49.45,2021,47,,"White, Non-Hispanic",2025-11-22 00:00:00.0000000
2021-12-04T00:00:00.000,2021-2022,50.77,2021,48,,"White, Non-Hispanic",2025-11-29 00:00:00.0000000
2021-12-11T00:00:00.000,2021-2022,51.81,2021,49,,"White, Non-Hispanic",2025-12-06 00:00:00.0000000
2021-12-18T00:00:00.000,2021-2022,52.68000000000001,2021,50,,"White, Non-Hispanic",2025-12-13 00:00:00.0000000
2021-12-25T00:00:00.000,2021-2022,53.15,2021,51,,"White, Non-Hispanic",2025-12-20 00:00:00.0000000
2021-11-06T00:00:00.000,2021-2022,29.1,2021,44,,"Black, Non-Hispanic",2025-11-01 00:00:00.0000000
2021-11-13T00:00:00.000,2021-2022,31.04,2021,45,,"Black, Non-Hispanic",2025-11-08 00:00:00.0000000
2021-11-20T00:00:00.000,2021-2022,32.78,2021,46,,"Black, Non-Hispanic",2025-11-15 00:00:00.0000000
2021-11-27T00:00:00.000,2021-2022,33.629999999999995,2021,47,,"Black, Non-Hispanic",2025-11-22 00:00:00.0000000
2021-12-04T00:00:00.000,2021-2022,34.82,2021,48,,"Black, Non-Hispanic",2025-11-29 00:00:00.0000000
